药物id,对照组索引,x_6索引,x_24索引,剂量大小
Cc1cc(NC(=O)COC(=O)c2c(C)nn(Cc3ccccc3Cl)c2Cl)no1,AML001_HL60_24H_X3_F1B10:O02-1,AML001_HL60_6H_X2_B11:C13-1,AML001_HL60_24H_X3_F1B10:C01-1,10.0
Cc1cc(NC(=O)COC(=O)c2c(C)nn(Cc3ccccc3Cl)c2Cl)no1,AML001_HL60_24H_X3_F1B10:O11-1,AML001_HL60_6H_X3_F1B10:C14-1,AML001_HL60_24H_X1_F1B10:C14-1,3.33333
C\C(N)=C(\C#N)C(=O)COC(=O)c1cc(C)n(c1C)-c1ccc(F)cc1,AML001_HL60_6H_X2_B11:O24-1,AML001_HL60_6H_X1_F1B10:G02-1,AML001_HL60_24H_X3_F1B10:G14-1,3.33333
C\C(N)=C(\C#N)C(=O)COC(=O)c1cc(C)n(c1C)-c1ccc(F)cc1,AML001_HL60_24H_X2_F1B10:B17-1,AML001_HL60_6H_X2_B11:H02-1,AML001_HL60_24H_X3_F1B10:H14-1,0.37037
Cc1cc(NC(=O)COC(=O)c2c(C)nn(Cc3ccccc3)c2Cl)no1,AML001_HL60_24H_X1_F1B10:A17-1,AML001_HL60_6H_X1_F1B10:B21-1,AML001_HL60_24H_X2_F1B10:B09-1,1.11111
Cc1cc(NC(=O)COC(=O)c2c(C)nn(Cc3ccccc3)c2Cl)no1,AML001_HL60_6H_X1_F1B10:P24-1,AML001_HL60_6H_X2_B11:B09-1,AML001_HL60_24H_X1_F1B10:B09-1,1.11111
COc1ccc(NC2=C(NC(=O)C)C(=O)c3ccccc3C2=O)cc1,AML001_HL60_6H_X1_F1B10:P14-1,AML001_HL60_6H_X1_F1B10:I06-1,AML001_HL60_24H_X1_F1B10:I06-1,3.33333
Cc1nn(c(N2CCCC2)c1C=NN=C(S)Nc3ccccc3F)c4ccccc4,AML001_HL60_6H_X2_B11:P24-1,AML001_HL60_6H_X1_F1B10:N24-1,AML001_HL60_24H_X2_F1B10:N12-1,0.37037
Cc1nn(c(N2CCCC2)c1C=NN=C(S)Nc3ccccc3F)c4ccccc4,AML001_HL60_6H_X3_F1B10:P24-1,AML001_HL60_6H_X3_F1B10:M11-1,AML001_HL60_24H_X1_F1B10:M11-1,10.0
OC(=O)c1cccnc1Nc2ccc(Cl)cc2,AML001_HL60_24H_X3_F1B10:O11-1,AML001_HL60_6H_X1_F1B10:J01-1,AML001_HL60_24H_X3_F1B10:J01-1,1.11111
OC(=O)c1cccnc1Nc2ccc(Cl)cc2,AML001_HL60_24H_X3_F1B10:O02-1,AML001_HL60_6H_X2_B11:I01-1,AML001_HL60_24H_X2_F1B10:I13-1,10.0
Cc1ccc(Nc2nc(=O)c3cccnc3s2)c(Br)c1,AML001_HL60_6H_X2_B11:O14-1,AML001_HL60_6H_X1_F1B10:G07-1,AML001_HL60_24H_X1_F1B10:G07-1,10.0
Cc1ccc(Nc2nc(=O)c3cccnc3s2)c(Br)c1,AML001_HL60_24H_X1_F1B10:O02-1,AML001_HL60_6H_X1_F1B10:G19-1,AML001_HL60_24H_X3_F1B10:G07-1,10.0
Cc1ccc(Nc2nc(=O)c3cccnc3s2)c(Br)c1,AML001_HL60_24H_X1_F1B10:O02-1,AML001_HL60_6H_X2_B11:G19-1,AML001_HL60_24H_X3_F1B10:G07-1,10.0
Cc1ccc(Nc2nc(=O)c3cccnc3s2)c(Br)c1,AML001_HL60_6H_X1_F1B10:B06-1,AML001_HL60_6H_X1_F1B10:H07-1,AML001_HL60_24H_X1_F1B10:H07-1,1.11111
Cc1ccc(Nc2nc(=O)c3cccnc3s2)c(Br)c1,AML001_HL60_6H_X1_F1B10:B06-1,AML001_HL60_6H_X1_F1B10:H07-1,AML001_HL60_24H_X2_F1B10:H19-1,1.11111
Cc1ccc(Nc2nc(=O)c3cccnc3s2)c(Br)c1,AML001_HL60_24H_X2_F1B10:H21-1,AML001_HL60_6H_X1_F1B10:H08-1,AML001_HL60_24H_X2_F1B10:H08-1,0.37037
Cc1ccc(Nc2nc(=O)c3cccnc3s2)c(Br)c1,AML001_HL60_24H_X1_F1B10:O13-1,AML001_HL60_6H_X1_F1B10:H20-1,AML001_HL60_24H_X1_F1B10:H20-1,0.37037
Cc1ccc(Nc2nc(=O)c3cccnc3s2)cc1,AML001_HL60_24H_X2_F1B10:P23-1,AML001_HL60_6H_X1_F1B10:B19-1,AML001_HL60_24H_X3_F1B10:B19-1,1.11111
Cc1ccc(Nc2nc(=O)c3cccnc3s2)cc1,AML001_HL60_24H_X2_F1B10:H21-1,AML001_HL60_6H_X3_F1B10:A07-1,AML001_HL60_24H_X2_F1B10:A07-1,10.0
Cc1cccn2cc(COc3ccc(cc3)C#N)nc12,AML001_HL60_24H_X2_F1B10:B18-1,AML001_HL60_6H_X2_B11:C17-1,AML001_HL60_24H_X3_F1B10:C17-1,10.0
Cc1cccn2cc(COc3ccc(cc3)c4ccccc4)nc12,AML001_HL60_6H_X2_B11:P12-1,AML001_HL60_6H_X3_F1B10:O15-1,AML001_HL60_24H_X3_F1B10:O03-1,10.0
O=C(N1CCc2ccccc2C1)C1=CC=CN2CCS(=O)(=O)N=C12,AML001_HL60_24H_X2_F1B10:P11-1,AML001_HL60_6H_X2_B11:K02-1,AML001_HL60_24H_X1_F1B10:K14-1,3.33333
COc1cccc(CN(C)C(=O)c2ccc(OCc3cn4cccc(C)c4n3)cc2)c1OC,AML001_HL60_6H_X3_F1B10:O12-1,AML001_HL60_6H_X1_F1B10:E01-1,AML001_HL60_24H_X2_F1B10:E13-1,10.0
COc1cccc(CN(C)C(=O)c2ccc(OCc3cn4cccc(C)c4n3)cc2)c1OC,AML001_HL60_24H_X3_F1B10:P12-1,AML001_HL60_6H_X2_B11:E13-1,AML001_HL60_24H_X3_F1B10:E13-1,10.0
COc1cccc(CN(C)C(=O)c2ccc(OCc3cn4cccc(C)c4n3)cc2)c1OC,AML001_HL60_24H_X2_F1B10:O23-1,AML001_HL60_6H_X3_F1B10:E14-1,AML001_HL60_24H_X2_F1B10:E02-1,3.33333
COc1ccccc1NC(=O)c2cccc(c2)S(=O)(=O)N3CCN(CC3)c4ccccc4,AML001_HL60_6H_X1_F1B10:O01-1,AML001_HL60_6H_X1_F1B10:M07-1,AML001_HL60_24H_X1_F1B10:M07-1,10.0
COc1ccccc1NC(=O)c2cccc(c2)S(=O)(=O)N3CCN(CC3)c4ccccc4,AML001_HL60_6H_X2_B11:P24-1,AML001_HL60_6H_X1_F1B10:M20-1,AML001_HL60_24H_X1_F1B10:M08-1,3.33333
COc1ccccc1NC(=O)c2cccc(c2)S(=O)(=O)N3CCN(CC3)c4ccccc4,AML001_HL60_6H_X2_B11:P24-1,AML001_HL60_6H_X3_F1B10:M08-1,AML001_HL60_24H_X1_F1B10:M08-1,3.33333
COc1ccccc1NC(=O)c2cccc(c2)S(=O)(=O)N3CCN(CC3)c4ccccc4,AML001_HL60_24H_X2_F1B10:A06-1,AML001_HL60_6H_X2_B11:N19-1,AML001_HL60_24H_X3_F1B10:N07-1,1.11111
COc1ccccc1NC(=O)c2cccc(c2)S(=O)(=O)N3CCN(CC3)c4ccccc4,AML001_HL60_6H_X1_F1B10:P14-1,AML001_HL60_6H_X3_F1B10:N08-1,AML001_HL60_24H_X3_F1B10:N20-1,0.37037
Cc1cccn2cc(COc3ccc(F)cc3Cl)nc12,AML001_HL60_24H_X1_F1B10:B06-1,AML001_HL60_6H_X2_B11:D08-1,AML001_HL60_24H_X1_F1B10:D08-1,0.37037
C/C(=C\1/SC(=NC1=O)N2CCCC2)/c3ccc(Br)cc3,AML001_HL60_6H_X2_B11:P24-1,AML001_HL60_6H_X3_F1B10:J19-1,AML001_HL60_24H_X1_F1B10:J19-1,1.11111
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,AML001_HL60_6H_X1_F1B10:B05-1,AML001_HL60_6H_X1_F1B10:J22-1,AML001_HL60_24H_X2_F1B10:J22-1,0.37037000060099995
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,AML001_HL60_6H_X1_F1B10:O13-1,AML001_HL60_6H_X3_F1B10:I22-1,AML001_HL60_24H_X3_F1B10:I22-1,3.3333299160000003
OC(=O)c1ccccc1Nc2ccc(cc2)[N+](=O)[O-],AML001_HL60_24H_X2_F1B10:A06-1,AML001_HL60_6H_X1_F1B10:P20-1,AML001_HL60_24H_X3_F1B10:P08-1,0.37037000060099995
OC(=O)c1ccccc1Nc2ccc(cc2)[N+](=O)[O-],AML001_HL60_6H_X3_F1B10:A17-1,AML001_HL60_6H_X2_B11:O08-1,AML001_HL60_24H_X3_F1B10:O20-1,3.3333299160000003
OC(=O)c1ccccc1Nc2ccc(cc2)[N+](=O)[O-],AML001_HL60_6H_X2_B11:A18-1,AML001_HL60_6H_X2_B11:O20-1,AML001_HL60_24H_X3_F1B10:O08-1,3.3333299160000003
CC(/C=C/C1=C(C)CCCC1(C)C)=C\C=C\C(C)=C\C(O)=O,AML001_HL60_6H_X2_B11:B18-1,AML001_HL60_6H_X2_B11:G23-1,AML001_HL60_24H_X1_F1B10:G23-1,10.0
CC(/C=C/C1=C(C)CCCC1(C)C)=C\C=C\C(C)=C\C(O)=O,AML001_HL60_6H_X2_B11:B18-1,AML001_HL60_6H_X3_F1B10:G23-1,AML001_HL60_24H_X1_F1B10:G23-1,10.0
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2C/C(=C\CCCC(=O)O)/C[C@H]12,AML001_HL60_6H_X2_B11:O24-1,AML001_HL60_6H_X1_F1B10:E16-1,AML001_HL60_24H_X1_F1B10:E16-1,3.3333299160000003
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2C/C(=C\CCCC(=O)O)/C[C@H]12,AML001_HL60_6H_X2_B11:O24-1,AML001_HL60_6H_X1_F1B10:E16-1,AML001_HL60_24H_X2_F1B10:E20-1,3.3333299160000003
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2C/C(=C\CCCC(=O)O)/C[C@H]12,AML001_HL60_6H_X3_F1B10:B05-1,AML001_HL60_6H_X1_F1B10:F16-1,AML001_HL60_24H_X1_F1B10:F20-1,0.37037000060099995
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2C/C(=C\CCCC(=O)O)/C[C@H]12,AML001_HL60_24H_X3_F1B10:A17-1,AML001_HL60_6H_X2_B11:E19-1,AML001_HL60_24H_X3_F1B10:E07-1,10.0
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2C/C(=C\CCCC(=O)O)/C[C@H]12,AML001_HL60_6H_X1_F1B10:A05-1,AML001_HL60_6H_X3_F1B10:E07-1,AML001_HL60_24H_X3_F1B10:E03-1,10.0
CC(C)N(CCCCOCC(O)=O)c1cnc(-c2ccccc2)c(n1)-c1ccccc1,AML001_HL60_24H_X1_F1B10:O13-1,AML001_HL60_6H_X1_F1B10:E21-1,AML001_HL60_24H_X1_F1B10:E21-1,10.0
CC(C)N(CCCCOCC(O)=O)c1cnc(-c2ccccc2)c(n1)-c1ccccc1,AML001_HL60_24H_X1_F1B10:O01-1,AML001_HL60_6H_X3_F1B10:E10-1,AML001_HL60_24H_X2_F1B10:E10-1,3.33333
O[C@H]1C[C@@H](N(Cc2cccs2)C[C@@H]1n1cc(nn1)C1CC1)c1ccc(Cl)cc1,AML001_HL60_24H_X2_F1B10:P23-1,AML001_HL60_6H_X1_F1B10:O06-1,AML001_HL60_24H_X3_F1B10:O06-1,3.3333299160000003
O[C@H]1C[C@@H](N(Cc2cccs2)C[C@@H]1n1cc(nn1)C1CC1)c1ccc(Cl)cc1,AML001_HL60_6H_X3_F1B10:P24-1,AML001_HL60_6H_X3_F1B10:P06-1,AML001_HL60_24H_X1_F1B10:P06-1,0.37037000060099995
Cn1ccc2c(cc3C4CCC(O4)c3c12)-c1ccc(cc1)C(C)(C)C,AML001_HL60_6H_X3_F1B10:B18-1,AML001_HL60_6H_X1_F1B10:N05-1,AML001_HL60_24H_X3_F1B10:N05-1,1.11111
Cn1ccc2c(cc3C4CCC(O4)c3c12)-c1ccc(cc1)C(C)(C)C,AML001_HL60_6H_X2_B11:P12-1,AML001_HL60_6H_X1_F1B10:N06-1,AML001_HL60_24H_X1_F1B10:N06-1,0.37037
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@@]3(O)CC(CO)=C[C@H]2[C@@H]2C(C)(C)[C@]12OC(C)=O,AML001_HL60_24H_X1_F1B10:B06-1,AML001_HL60_6H_X1_F1B10:K20-1,AML001_HL60_24H_X1_F1B10:K08-1,3.3333299160000003
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@@]3(O)CC(CO)=C[C@H]2[C@@H]2C(C)(C)[C@]12OC(C)=O,AML001_HL60_24H_X1_F1B10:P01-1,AML001_HL60_6H_X1_F1B10:L19-1,AML001_HL60_24H_X3_F1B10:L07-1,1.111109972
O=C1O[C@@]23C[C@@H](C=CC2=C1)N1CCCC[C@H]31,AML001_HL60_6H_X1_F1B10:O01-1,AML001_HL60_6H_X1_F1B10:A04-1,AML001_HL60_24H_X2_F1B10:A04-1,3.33333
O=C1O[C@@]23C[C@@H](C=CC2=C1)N1CCCC[C@H]31,AML001_HL60_6H_X3_F1B10:O02-1,AML001_HL60_6H_X3_F1B10:A04-1,AML001_HL60_24H_X3_F1B10:A04-1,3.33333
CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,AML001_HL60_24H_X1_F1B10:O13-1,AML001_HL60_6H_X1_F1B10:I23-1,AML001_HL60_24H_X3_F1B10:I23-1,10.0
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,AML001_HL60_24H_X3_F1B10:B06-1,AML001_HL60_6H_X3_F1B10:E06-1,AML001_HL60_24H_X1_F1B10:E06-1,3.3333299160000003
COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,AML001_HL60_6H_X2_B11:O24-1,AML001_HL60_6H_X1_F1B10:M10-1,AML001_HL60_24H_X3_F1B10:M22-1,3.33333
COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,AML001_HL60_24H_X1_F1B10:O24-1,AML001_HL60_6H_X2_B11:M21-1,AML001_HL60_24H_X3_F1B10:M21-1,10.0
C[C@@H]1C\C=C\CCC(=O)N[C@@H](CC(=O)O1)c1ccccc1,REP.A027_HT29_24H_X3_B25:J15-2,PCLB001_HT29_6H_X1_F2B6_DUO52HI53LO:M20-1,PCLB001_HT29_24H_X2_F2B6_DUO52HI53LO:M20-1,2.5
CC(=O)N[C@@H]1C\C=C\CCC(=O)N[C@@H](COC1=O)c1ccc(F)cc1,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:D18-1,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:G09-1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:G01-1,10.0
CC(=O)N[C@@H]1C\C=C\CCC(=O)N[C@@H](COC1=O)c1ccc(F)cc1,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:D18-1,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:G09-1,PCLB001_JURKAT_24H_X2_B12:G09-1,10.0
CCCN(CCC)c1ncnc2n(ncc12)c3ccc(OC)cc3,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:O05-1,PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:E15-1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:E15-1,10.0
C[C@H]1C\C=C\CCCN[C@@H](COC1=O)c1ccccc1,PCLB001_JURKAT_6H_X1_B12:C01-1,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:A13-1,PCLB001_JURKAT_24H_X2_B12:A13-1,10.0
CC1O[C@@H](OCC2O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)[C@H](C[C@@]6([C@H](O)C[C@@]54C)C(=O)O[C@@H]4OC(CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@@H]4OC(C)[C@H](O[C@@H]5O[C@@H](CO)[C@H](O)[C@@H]5O)[C@@H](O[C@@H]5OC(CO)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O)OC(=O)C(\CO)=C\CC[C@](C)(O[C@@H]4OC(C)[C@@H](OC(=O)C(\CO)=C\CCC(C)(O)C=C)[C@@H](O)[C@@H]4O)C=C)C3(C)C)[C@@H](NC(C)=O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:C10-1,PCLB001_JURKAT_6H_X1_B12:J07-1,PCLB001_JURKAT_24H_X2_B12:J15-1,1.1100000143100002
NC(=O)C1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)C3C(=O)[C@]2(O)C1=O,LJP007_JURKAT_24H_X1_B24:F09-2,PCLB001_JURKAT_6H_X1_B12:A17-1,PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:A17-1,10.0
CC1O[C@@H](OCC2O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4[C@H](O)C=C4C6CC(C)(C)[C@H](C[C@@]6([C@H](O)C[C@@]54C)C(=O)O[C@@H]4OC(CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@@H]4OC(C)[C@H](O[C@@H]5O[C@@H](CO)[C@H](O)[C@@H]5O)[C@@H](O[C@@H]5OC(CO)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O)OC(=O)C(\CO)=C\CC[C@](C)(O[C@@H]4OC(C)[C@@H](OC(=O)C(\CO)=C\CCC(C)(O)C=C)[C@@H](O)[C@@H]4O)C=C)C3(C)C)[C@@H](NC(C)=O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,PCLB001_JURKAT_24H_X2_B12:C17-1,PCLB001_JURKAT_6H_X1_B12:O23-1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:O07-1,10.0
CC1O[C@@H](OCC2O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4[C@H](O)C=C4C6CC(C)(C)[C@H](C[C@@]6([C@H](O)C[C@@]54C)C(=O)O[C@@H]4OC(CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@@H]4OC(C)[C@H](O[C@@H]5O[C@@H](CO)[C@H](O)[C@@H]5O)[C@@H](O[C@@H]5OC(CO)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O)OC(=O)C(\CO)=C\CC[C@](C)(O[C@@H]4OC(C)[C@@H](OC(=O)C(\CO)=C\CCC(C)(O)C=C)[C@@H](O)[C@@H]4O)C=C)C3(C)C)[C@@H](NC(C)=O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,PCLB001_JURKAT_24H_X2_B12:C17-1,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:O15-1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:O07-1,10.0
CC(=O)N[C@@H]1C\C=C\CCCOC(=O)[C@@H]2CCCN2C1=O,LJP007_JURKAT_24H_X2_B24:J14-2,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:K03-1,PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:K19-1,10.0
CC(=O)N[C@@H]1C\C=C\CCCOC(=O)[C@@H]2CCCN2C1=O,PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:D02-1,PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:K03-1,PCLB001_JURKAT_24H_X2_B12:K03-1,10.0
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)N3CCC[C@@H]3COC2=O)cc1,LJP007_JURKAT_24H_X2_B24:A05-2,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:I04-1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:I04-1,2.5
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)N[C@@H](COC2=O)c2ccc(Cl)cc2)cc1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:C10-1,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:I09-1,PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:I09-1,10.0
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)N[C@@H](COC2=O)c2ccc(Cl)cc2)cc1,LJP007_JURKAT_24H_X1_B24:F09-2,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:J18-1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:J02-1,0.16
C[C@H]1[C@H](OC(=O)CC\C=C\C[C@@H](CC(=O)NCc2ccc(Cl)cc2)C(=O)N1C)c1ccccc1,LJP007_JURKAT_24H_X1_B24:F07-2,PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:D20-1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:D12-1,0.16
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)N3CCC[C@@H]3COC2=O)cc1,LJP007_JURKAT_24H_X2_B24:F08-2,PCLB001_JURKAT_6H_X1_B12:I04-1,PCLB001_JURKAT_24H_X2_B12:I20-1,3.32999992371
C[C@@H]1C\C=C\CCNC(=O)[C@@H](COC1=O)c1ccccc1,PCLB001_JURKAT_24H_X2_B12:D18-1,PCLB001_JURKAT_6H_X1_B12:P20-1,PCLB001_JURKAT_24H_X2_B12:P04-1,0.3700000047680001
OC(=O)[C@@H]1CCCC[C@@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O,PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:C18-1,PCLB001_JURKAT_6H_X1_B12:H05-1,PCLB001_JURKAT_24H_X2_B12:H05-1,1.1100000143100002
CC(C)(C)c1cc(O)ccc1O,PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:D01-1,PCLB001_JURKAT_6H_X1_B12:J22-1,PCLB001_JURKAT_24H_X2_B12:J06-1,0.3700000047680001
COc1cc(ccc1O)\C=C\C(=O)CC(=O)\C=C\c1ccc(O)c(OC)c1,PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:D09-1,PCLB001_JURKAT_6H_X1_B12:L22-1,PCLB001_JURKAT_24H_X2_B12:L06-1,0.3700000047680001
CCCN(CCC)c1ncnc2n(ncc12)c3ccc(OC)cc3,LJP007_JURKAT_24H_X1_B24:B05-2,PCLB001_JURKAT_6H_X1_B12:E15-1,PCLB001_JURKAT_24H_X2_B12:E07-1,10.0
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)O[C@@H](CNC2=O)c2ccccc2)cc1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:P05-1,PCLB001_JURKAT_6H_X1_B12:K09-1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:K09-1,10.0
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)N[C@H]3[C@H](Cc4ccccc34)OC2=O)cc1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:C02-1,PCLB001_JURKAT_6H_X1_B12:M01-1,PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:M17-1,10.0
C[C@H]1[C@H](OC(=O)CC\C=C\C[C@@H](CC(=O)NCc2ccc(Cl)cc2)C(=O)N1C)c1ccccc1,LJP007_JURKAT_24H_X1_B24:F07-2,PCLB001_JURKAT_6H_X1_B12:D19-1,PCLB001_JURKAT_24H_X2_B12:D03-1,1.1100000143100002
C[C@H]1C\C=C\C[C@@H](CC(=O)NCc2ccc(Cl)cc2)C(=O)N2CCC[C@H]2CNC1=O,PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:C18-1,PCLB001_JURKAT_6H_X1_B12:E19-1,PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:E03-1,10.0
C1CCc2ncc(c3ccc(cc3)c4ccccc4)n2CC1,PCLB001_JURKAT_24H_X2_B12:C10-1,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:H07-1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:H15-1,0.63
C1CCc2ncc(c3ccc(cc3)c4ccccc4)n2CC1,LJP007_JURKAT_24H_X1_B24:B05-2,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:H08-1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:H16-1,0.16
NC(=O)C1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)C3C(=O)[C@]2(O)C1=O,PCLB001_JURKAT_24H_X2_B12:D18-1,PCLB001_JURKAT_6H_X1_B12:O22-1,PCLB001_JURKAT_24H_X2_B12:A18-1,3.32999992371
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,LJP007_JURKAT_24H_X1_B24:N23-2,PCLB001_JURKAT_6H_X1_B12:A12-1,PCLB001_JURKAT_24H_X2_B12:A12-1,3.32999992371
COc1cc(ccc1O)\C=C\C(=O)CC(=O)\C=C\c1ccc(O)c(OC)c1,PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:D09-1,PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:K05-1,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:K13-1,10.0
COc1cc(ccc1O)\C=C\C(=O)CC(=O)\C=C\c1ccc(O)c(OC)c1,LJP007_JURKAT_24H_X1_B24:J18-2,PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:K21-1,PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:K05-1,10.0
CC1O[C@@H](OCC2O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4[C@H](O)C=C4C6CC(C)(C)[C@H](C[C@@]6([C@H](O)C[C@@]54C)C(=O)O[C@@H]4OC(CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@@H]4OC(C)[C@H](O[C@@H]5O[C@@H](CO)[C@H](O)[C@@H]5O)[C@@H](O[C@@H]5OC(CO)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O)OC(=O)C(\CO)=C\CC[C@](C)(O[C@@H]4OC(C)[C@@H](OC(=O)C(\CO)=C\CCC(C)(O)C=C)[C@@H](O)[C@@H]4O)C=C)C3(C)C)[C@@H](NC(C)=O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:D09-1,PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:O07-1,PCLB001_JURKAT_24H_X2_B12:O15-1,10.0
